,questionFrontendId,title,difficulty,likes,dislikes,similarQuestions
212,213,House Robber II,Medium,3452,70,"[{""title"": ""House Robber"", ""titleSlug"": ""house-robber"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Paint House"", ""titleSlug"": ""paint-house"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Paint Fence"", ""titleSlug"": ""paint-fence"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""House Robber III"", ""titleSlug"": ""house-robber-iii"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Non-negative Integers without Consecutive Ones"", ""titleSlug"": ""non-negative-integers-without-consecutive-ones"", ""difficulty"": ""Hard"", ""translatedTitle"": null}, {""title"": ""Coin Path"", ""titleSlug"": ""coin-path"", ""difficulty"": ""Hard"", ""translatedTitle"": null}]"
386,387,First Unique Character in a String,Easy,3448,165,"[{""title"": ""Sort Characters By Frequency"", ""titleSlug"": ""sort-characters-by-frequency"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
982,983,Minimum Cost For Tickets,Medium,3444,64,"[{""title"": ""Coin Change"", ""titleSlug"": ""coin-change"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
117,118,Pascal's Triangle,Easy,3439,158,"[{""title"": ""Pascal's Triangle II"", ""titleSlug"": ""pascals-triangle-ii"", ""difficulty"": ""Easy"", ""translatedTitle"": null}]"
221,222,Count Complete Tree Nodes,Medium,3418,274,"[{""title"": ""Closest Binary Search Tree Value"", ""titleSlug"": ""closest-binary-search-tree-value"", ""difficulty"": ""Easy"", ""translatedTitle"": null}]"
89,90,Subsets II,Medium,3408,123,"[{""title"": ""Subsets"", ""titleSlug"": ""subsets"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Find Array Given Subset Sums"", ""titleSlug"": ""find-array-given-subset-sums"", ""difficulty"": ""Hard"", ""translatedTitle"": null}]"
210,211,Design Add and Search Words Data Structure,Medium,3404,141,"[{""title"": ""Implement Trie (Prefix Tree)"", ""titleSlug"": ""implement-trie-prefix-tree"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Prefix and Suffix Search"", ""titleSlug"": ""prefix-and-suffix-search"", ""difficulty"": ""Hard"", ""translatedTitle"": null}]"
129,130,Surrounded Regions,Medium,3364,866,"[{""title"": ""Number of Islands"", ""titleSlug"": ""number-of-islands"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Walls and Gates"", ""titleSlug"": ""walls-and-gates"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
228,229,Majority Element II,Medium,3362,239,"[{""title"": ""Majority Element"", ""titleSlug"": ""majority-element"", ""difficulty"": ""Easy"", ""translatedTitle"": null}, {""title"": ""Check If a Number Is Majority Element in a Sorted Array"", ""titleSlug"": ""check-if-a-number-is-majority-element-in-a-sorted-array"", ""difficulty"": ""Easy"", ""translatedTitle"": null}]"
166,167,Two Sum II - Input array is sorted,Easy,3327,781,"[{""title"": ""Two Sum"", ""titleSlug"": ""two-sum"", ""difficulty"": ""Easy"", ""translatedTitle"": null}, {""title"": ""Two Sum IV - Input is a BST"", ""titleSlug"": ""two-sum-iv-input-is-a-bst"", ""difficulty"": ""Easy"", ""translatedTitle"": null}, {""title"": ""Two Sum Less Than K"", ""titleSlug"": ""two-sum-less-than-k"", ""difficulty"": ""Easy"", ""translatedTitle"": null}]"
66,67,Add Binary,Easy,3326,393,"[{""title"": ""Add Two Numbers"", ""titleSlug"": ""add-two-numbers"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Multiply Strings"", ""titleSlug"": ""multiply-strings"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Plus One"", ""titleSlug"": ""plus-one"", ""difficulty"": ""Easy"", ""translatedTitle"": null}, {""title"": ""Add to Array-Form of Integer"", ""titleSlug"": ""add-to-array-form-of-integer"", ""difficulty"": ""Easy"", ""translatedTitle"": null}]"
35,36,Valid Sudoku,Medium,3323,610,"[{""title"": ""Sudoku Solver"", ""titleSlug"": ""sudoku-solver"", ""difficulty"": ""Hard"", ""translatedTitle"": null}]"
409,410,Split Array Largest Sum,Hard,3275,104,[]
202,203,Remove Linked List Elements,Easy,3267,135,"[{""title"": ""Remove Element"", ""titleSlug"": ""remove-element"", ""difficulty"": ""Easy"", ""translatedTitle"": null}, {""title"": ""Delete Node in a Linked List"", ""titleSlug"": ""delete-node-in-a-linked-list"", ""difficulty"": ""Easy"", ""translatedTitle"": null}]"
664,665,Non-decreasing Array,Medium,3255,650,[]
524,525,Contiguous Array,Medium,3242,154,"[{""title"": ""Maximum Size Subarray Sum Equals k"", ""titleSlug"": ""maximum-size-subarray-sum-equals-k"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
217,218,The Skyline Problem,Hard,3220,176,"[{""title"": ""Falling Squares"", ""titleSlug"": ""falling-squares"", ""difficulty"": ""Hard"", ""translatedTitle"": null}]"
462,463,Island Perimeter,Easy,3191,159,"[{""title"": ""Max Area of Island"", ""titleSlug"": ""max-area-of-island"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Flood Fill"", ""titleSlug"": ""flood-fill"", ""difficulty"": ""Easy"", ""translatedTitle"": null}, {""title"": ""Coloring A Border"", ""titleSlug"": ""coloring-a-border"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
502,503,Next Greater Element II,Medium,3183,108,"[{""title"": ""Next Greater Element I"", ""titleSlug"": ""next-greater-element-i"", ""difficulty"": ""Easy"", ""translatedTitle"": null}, {""title"": ""Next Greater Element III"", ""titleSlug"": ""next-greater-element-iii"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
105,106,Construct Binary Tree from Inorder and Postorder Traversal,Medium,3183,56,"[{""title"": ""Construct Binary Tree from Preorder and Inorder Traversal"", ""titleSlug"": ""construct-binary-tree-from-preorder-and-inorder-traversal"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
331,332,Reconstruct Itinerary,Medium,3157,1404,"[{""title"": ""Longest Common Subpath"", ""titleSlug"": ""longest-common-subpath"", ""difficulty"": ""Hard"", ""translatedTitle"": null}]"
541,542,01 Matrix,Medium,3157,151,"[{""title"": ""Shortest Path to Get Food"", ""titleSlug"": ""shortest-path-to-get-food"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
784,785,Is Graph Bipartite?,Medium,3155,241,[]
241,242,Valid Anagram,Easy,3153,177,"[{""title"": ""Group Anagrams"", ""titleSlug"": ""group-anagrams"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Palindrome Permutation"", ""titleSlug"": ""palindrome-permutation"", ""difficulty"": ""Easy"", ""translatedTitle"": null}, {""title"": ""Find All Anagrams in a String"", ""titleSlug"": ""find-all-anagrams-in-a-string"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
82,83,Remove Duplicates from Sorted List,Easy,3151,155,"[{""title"": ""Remove Duplicates from Sorted List II"", ""titleSlug"": ""remove-duplicates-from-sorted-list-ii"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Remove Duplicates From an Unsorted Linked List"", ""titleSlug"": ""remove-duplicates-from-an-unsorted-linked-list"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
679,680,Valid Palindrome II,Easy,3146,195,"[{""title"": ""Valid Palindrome"", ""titleSlug"": ""valid-palindrome"", ""difficulty"": ""Easy"", ""translatedTitle"": null}]"
668,669,Trim a Binary Search Tree,Medium,3137,212,[]
539,540,Single Element in a Sorted Array,Medium,3127,90,[]
315,316,Remove Duplicate Letters,Medium,3123,225,[]
657,658,Find K Closest Elements,Medium,3117,357,"[{""title"": ""Guess Number Higher or Lower"", ""titleSlug"": ""guess-number-higher-or-lower"", ""difficulty"": ""Easy"", ""translatedTitle"": null}, {""title"": ""Guess Number Higher or Lower II"", ""titleSlug"": ""guess-number-higher-or-lower-ii"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Find K-th Smallest Pair Distance"", ""titleSlug"": ""find-k-th-smallest-pair-distance"", ""difficulty"": ""Hard"", ""translatedTitle"": null}]"
288,289,Game of Life,Medium,3112,364,"[{""title"": ""Set Matrix Zeroes"", ""titleSlug"": ""set-matrix-zeroes"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
976,977,Squares of a Sorted Array,Easy,3112,120,"[{""title"": ""Merge Sorted Array"", ""titleSlug"": ""merge-sorted-array"", ""difficulty"": ""Easy"", ""translatedTitle"": null}, {""title"": ""Sort Transformed Array"", ""titleSlug"": ""sort-transformed-array"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
875,876,Middle of the Linked List,Easy,3091,86,[]
98,99,Recover Binary Search Tree,Medium,3084,120,[]
394,395,Longest Substring with At Least K Repeating Characters,Medium,3080,288,[]
742,743,Network Delay Time,Medium,3064,256,[]
263,264,Ugly Number II,Medium,3055,176,"[{""title"": ""Merge k Sorted Lists"", ""titleSlug"": ""merge-k-sorted-lists"", ""difficulty"": ""Hard"", ""translatedTitle"": null}, {""title"": ""Count Primes"", ""titleSlug"": ""count-primes"", ""difficulty"": ""Easy"", ""translatedTitle"": null}, {""title"": ""Ugly Number"", ""titleSlug"": ""ugly-number"", ""difficulty"": ""Easy"", ""translatedTitle"": null}, {""title"": ""Perfect Squares"", ""titleSlug"": ""perfect-squares"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Super Ugly Number"", ""titleSlug"": ""super-ugly-number"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Ugly Number III"", ""titleSlug"": ""ugly-number-iii"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
144,145,Binary Tree Postorder Traversal,Easy,3049,121,"[{""title"": ""Binary Tree Inorder Traversal"", ""titleSlug"": ""binary-tree-inorder-traversal"", ""difficulty"": ""Easy"", ""translatedTitle"": null}, {""title"": ""N-ary Tree Postorder Traversal"", ""titleSlug"": ""n-ary-tree-postorder-traversal"", ""difficulty"": ""Easy"", ""translatedTitle"": null}]"
60,61,Rotate List,Medium,3040,1189,"[{""title"": ""Rotate Array"", ""titleSlug"": ""rotate-array"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Split Linked List in Parts"", ""titleSlug"": ""split-linked-list-in-parts"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
256,257,Binary Tree Paths,Easy,3037,151,"[{""title"": ""Path Sum II"", ""titleSlug"": ""path-sum-ii"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Smallest String Starting From Leaf"", ""titleSlug"": ""smallest-string-starting-from-leaf"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
125,126,Word Ladder II,Hard,3032,314,"[{""title"": ""Word Ladder"", ""titleSlug"": ""word-ladder"", ""difficulty"": ""Hard"", ""translatedTitle"": null}]"
136,137,Single Number II,Medium,3031,422,"[{""title"": ""Single Number"", ""titleSlug"": ""single-number"", ""difficulty"": ""Easy"", ""translatedTitle"": null}, {""title"": ""Single Number III"", ""titleSlug"": ""single-number-iii"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
391,392,Is Subsequence,Easy,3021,251,"[{""title"": ""Number of Matching Subsequences"", ""titleSlug"": ""number-of-matching-subsequences"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Shortest Way to Form String"", ""titleSlug"": ""shortest-way-to-form-string"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
96,97,Interleaving String,Medium,3021,159,[]
1003,1004,Max Consecutive Ones III,Medium,3017,42,"[{""title"": ""Longest Substring with At Most K Distinct Characters"", ""titleSlug"": ""longest-substring-with-at-most-k-distinct-characters"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Longest Repeating Character Replacement"", ""titleSlug"": ""longest-repeating-character-replacement"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Max Consecutive Ones"", ""titleSlug"": ""max-consecutive-ones"", ""difficulty"": ""Easy"", ""translatedTitle"": null}, {""title"": ""Max Consecutive Ones II"", ""titleSlug"": ""max-consecutive-ones-ii"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
42,43,Multiply Strings,Medium,3010,1191,"[{""title"": ""Add Two Numbers"", ""titleSlug"": ""add-two-numbers"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Plus One"", ""titleSlug"": ""plus-one"", ""difficulty"": ""Easy"", ""translatedTitle"": null}, {""title"": ""Add Binary"", ""titleSlug"": ""add-binary"", ""difficulty"": ""Easy"", ""translatedTitle"": null}, {""title"": ""Add Strings"", ""titleSlug"": ""add-strings"", ""difficulty"": ""Easy"", ""translatedTitle"": null}]"
423,424,Longest Repeating Character Replacement,Medium,2987,130,"[{""title"": ""Longest Substring with At Most K Distinct Characters"", ""titleSlug"": ""longest-substring-with-at-most-k-distinct-characters"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Max Consecutive Ones III"", ""titleSlug"": ""max-consecutive-ones-iii"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
566,567,Permutation in String,Medium,2981,85,"[{""title"": ""Minimum Window Substring"", ""titleSlug"": ""minimum-window-substring"", ""difficulty"": ""Hard"", ""translatedTitle"": null}, {""title"": ""Find All Anagrams in a String"", ""titleSlug"": ""find-all-anagrams-in-a-string"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
110,111,Minimum Depth of Binary Tree,Easy,2962,865,"[{""title"": ""Binary Tree Level Order Traversal"", ""titleSlug"": ""binary-tree-level-order-traversal"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Maximum Depth of Binary Tree"", ""titleSlug"": ""maximum-depth-of-binary-tree"", ""difficulty"": ""Easy"", ""translatedTitle"": null}]"
713,714,Best Time to Buy and Sell Stock with Transaction Fee,Medium,2955,80,"[{""title"": ""Best Time to Buy and Sell Stock II"", ""titleSlug"": ""best-time-to-buy-and-sell-stock-ii"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
770,771,Jewels and Stones,Easy,2941,449,[]
717,718,Maximum Length of Repeated Subarray,Medium,2929,70,"[{""title"": ""Minimum Size Subarray Sum"", ""titleSlug"": ""minimum-size-subarray-sum"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Longest Common Subpath"", ""titleSlug"": ""longest-common-subpath"", ""difficulty"": ""Hard"", ""translatedTitle"": null}]"
653,654,Maximum Binary Tree,Medium,2915,281,"[{""title"": ""Maximum Binary Tree II"", ""titleSlug"": ""maximum-binary-tree-ii"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
343,344,Reverse String,Easy,2913,825,"[{""title"": ""Reverse Vowels of a String"", ""titleSlug"": ""reverse-vowels-of-a-string"", ""difficulty"": ""Easy"", ""translatedTitle"": null}, {""title"": ""Reverse String II"", ""titleSlug"": ""reverse-string-ii"", ""difficulty"": ""Easy"", ""translatedTitle"": null}]"
720,721,Accounts Merge,Medium,2911,515,"[{""title"": ""Redundant Connection"", ""titleSlug"": ""redundant-connection"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Sentence Similarity"", ""titleSlug"": ""sentence-similarity"", ""difficulty"": ""Easy"", ""translatedTitle"": null}, {""title"": ""Sentence Similarity II"", ""titleSlug"": ""sentence-similarity-ii"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
187,188,Best Time to Buy and Sell Stock IV,Hard,2901,147,"[{""title"": ""Best Time to Buy and Sell Stock"", ""titleSlug"": ""best-time-to-buy-and-sell-stock"", ""difficulty"": ""Easy"", ""translatedTitle"": null}, {""title"": ""Best Time to Buy and Sell Stock II"", ""titleSlug"": ""best-time-to-buy-and-sell-stock-ii"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Best Time to Buy and Sell Stock III"", ""titleSlug"": ""best-time-to-buy-and-sell-stock-iii"", ""difficulty"": ""Hard"", ""translatedTitle"": null}]"
1191,1192,Critical Connections in a Network,Hard,2892,128,[]
333,334,Increasing Triplet Subsequence,Medium,2892,178,"[{""title"": ""Longest Increasing Subsequence"", ""titleSlug"": ""longest-increasing-subsequence"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Count Special Quadruplets"", ""titleSlug"": ""count-special-quadruplets"", ""difficulty"": ""Easy"", ""translatedTitle"": null}]"
978,979,Distribute Coins in Binary Tree,Medium,2874,89,"[{""title"": ""Sum of Distances in Tree"", ""titleSlug"": ""sum-of-distances-in-tree"", ""difficulty"": ""Hard"", ""translatedTitle"": null}, {""title"": ""Binary Tree Cameras"", ""titleSlug"": ""binary-tree-cameras"", ""difficulty"": ""Hard"", ""translatedTitle"": null}]"
173,174,Dungeon Game,Hard,2864,59,"[{""title"": ""Unique Paths"", ""titleSlug"": ""unique-paths"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Minimum Path Sum"", ""titleSlug"": ""minimum-path-sum"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Cherry Pickup"", ""titleSlug"": ""cherry-pickup"", ""difficulty"": ""Hard"", ""translatedTitle"": null}]"
537,538,Convert BST to Greater Tree,Medium,2862,146,[]
843,844,Backspace String Compare,Easy,2858,128,"[{""title"": ""Crawler Log Folder"", ""titleSlug"": ""crawler-log-folder"", ""difficulty"": ""Easy"", ""translatedTitle"": null}]"
268,269,Alien Dictionary,Hard,2855,559,"[{""title"": ""Course Schedule II"", ""titleSlug"": ""course-schedule-ii"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
683,684,Redundant Connection,Medium,2828,271,"[{""title"": ""Redundant Connection II"", ""titleSlug"": ""redundant-connection-ii"", ""difficulty"": ""Hard"", ""translatedTitle"": null}, {""title"": ""Accounts Merge"", ""titleSlug"": ""accounts-merge"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
937,938,Range Sum of BST,Easy,2825,309,[]
128,129,Sum Root to Leaf Numbers,Medium,2817,65,"[{""title"": ""Path Sum"", ""titleSlug"": ""path-sum"", ""difficulty"": ""Easy"", ""translatedTitle"": null}, {""title"": ""Binary Tree Maximum Path Sum"", ""titleSlug"": ""binary-tree-maximum-path-sum"", ""difficulty"": ""Hard"", ""translatedTitle"": null}, {""title"": ""Smallest String Starting From Leaf"", ""titleSlug"": ""smallest-string-starting-from-leaf"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
226,227,Basic Calculator II,Medium,2806,415,"[{""title"": ""Basic Calculator"", ""titleSlug"": ""basic-calculator"", ""difficulty"": ""Hard"", ""translatedTitle"": null}, {""title"": ""Expression Add Operators"", ""titleSlug"": ""expression-add-operators"", ""difficulty"": ""Hard"", ""translatedTitle"": null}, {""title"": ""Basic Calculator III"", ""titleSlug"": ""basic-calculator-iii"", ""difficulty"": ""Hard"", ""translatedTitle"": null}]"
76,77,Combinations,Medium,2805,95,"[{""title"": ""Combination Sum"", ""titleSlug"": ""combination-sum"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Permutations"", ""titleSlug"": ""permutations"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
116,117,Populating Next Right Pointers in Each Node II,Medium,2802,209,"[{""title"": ""Populating Next Right Pointers in Each Node"", ""titleSlug"": ""populating-next-right-pointers-in-each-node"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
450,451,Sort Characters By Frequency,Medium,2796,157,"[{""title"": ""Top K Frequent Elements"", ""titleSlug"": ""top-k-frequent-elements"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""First Unique Character in a String"", ""titleSlug"": ""first-unique-character-in-a-string"", ""difficulty"": ""Easy"", ""translatedTitle"": null}, {""title"": ""Sort Array by Increasing Frequency"", ""titleSlug"": ""sort-array-by-increasing-frequency"", ""difficulty"": ""Easy"", ""translatedTitle"": null}]"
143,144,Binary Tree Preorder Traversal,Easy,2776,97,"[{""title"": ""Binary Tree Inorder Traversal"", ""titleSlug"": ""binary-tree-inorder-traversal"", ""difficulty"": ""Easy"", ""translatedTitle"": null}, {""title"": ""Verify Preorder Sequence in Binary Search Tree"", ""titleSlug"": ""verify-preorder-sequence-in-binary-search-tree"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""N-ary Tree Preorder Traversal"", ""titleSlug"": ""n-ary-tree-preorder-traversal"", ""difficulty"": ""Easy"", ""translatedTitle"": null}]"
712,713,Subarray Product Less Than K,Medium,2758,101,"[{""title"": ""Maximum Product Subarray"", ""titleSlug"": ""maximum-product-subarray"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Maximum Size Subarray Sum Equals k"", ""titleSlug"": ""maximum-size-subarray-sum-equals-k"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Subarray Sum Equals K"", ""titleSlug"": ""subarray-sum-equals-k"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Two Sum Less Than K"", ""titleSlug"": ""two-sum-less-than-k"", ""difficulty"": ""Easy"", ""translatedTitle"": null}]"
277,278,First Bad Version,Easy,2752,941,"[{""title"": ""Find First and Last Position of Element in Sorted Array"", ""titleSlug"": ""find-first-and-last-position-of-element-in-sorted-array"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Search Insert Position"", ""titleSlug"": ""search-insert-position"", ""difficulty"": ""Easy"", ""translatedTitle"": null}, {""title"": ""Guess Number Higher or Lower"", ""titleSlug"": ""guess-number-higher-or-lower"", ""difficulty"": ""Easy"", ""translatedTitle"": null}]"
59,60,Permutation Sequence,Hard,2744,376,"[{""title"": ""Next Permutation"", ""titleSlug"": ""next-permutation"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Permutations"", ""titleSlug"": ""permutations"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
444,445,Add Two Numbers II,Medium,2737,211,"[{""title"": ""Add Two Numbers"", ""titleSlug"": ""add-two-numbers"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Add Two Polynomials Represented as Linked Lists"", ""titleSlug"": ""add-two-polynomials-represented-as-linked-lists"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
458,459,Repeated Substring Pattern,Easy,2736,262,"[{""title"": ""Implement strStr()"", ""titleSlug"": ""implement-strstr"", ""difficulty"": ""Easy"", ""translatedTitle"": null}, {""title"": ""Repeated String Match"", ""titleSlug"": ""repeated-string-match"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
349,350,Intersection of Two Arrays II,Easy,2723,552,"[{""title"": ""Intersection of Two Arrays"", ""titleSlug"": ""intersection-of-two-arrays"", ""difficulty"": ""Easy"", ""translatedTitle"": null}, {""title"": ""Find Common Characters"", ""titleSlug"": ""find-common-characters"", ""difficulty"": ""Easy"", ""translatedTitle"": null}]"
985,986,Interval List Intersections,Medium,2710,69,"[{""title"": ""Merge Intervals"", ""titleSlug"": ""merge-intervals"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Merge Sorted Array"", ""titleSlug"": ""merge-sorted-array"", ""difficulty"": ""Easy"", ""translatedTitle"": null}, {""title"": ""Employee Free Time"", ""titleSlug"": ""employee-free-time"", ""difficulty"": ""Hard"", ""translatedTitle"": null}]"
661,662,Maximum Width of Binary Tree,Medium,2696,447,[]
1010,1011,Capacity To Ship Packages Within D Days,Medium,2693,66,"[{""title"": ""Cutting Ribbons"", ""titleSlug"": ""cutting-ribbons"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
85,86,Partition List,Medium,2687,437,[]
677,678,Valid Parenthesis String,Medium,2680,69,"[{""title"": ""Special Binary String"", ""titleSlug"": ""special-binary-string"", ""difficulty"": ""Hard"", ""translatedTitle"": null}]"
259,260,Single Number III,Medium,2652,147,"[{""title"": ""Single Number"", ""titleSlug"": ""single-number"", ""difficulty"": ""Easy"", ""translatedTitle"": null}, {""title"": ""Single Number II"", ""titleSlug"": ""single-number-ii"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
80,81,Search in Rotated Sorted Array II,Medium,2642,614,"[{""title"": ""Search in Rotated Sorted Array"", ""titleSlug"": ""search-in-rotated-sorted-array"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
672,673,Number of Longest Increasing Subsequence,Medium,2640,137,"[{""title"": ""Longest Increasing Subsequence"", ""titleSlug"": ""longest-increasing-subsequence"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Longest Continuous Increasing Subsequence"", ""titleSlug"": ""longest-continuous-increasing-subsequence"", ""difficulty"": ""Easy"", ""translatedTitle"": null}]"
204,205,Isomorphic Strings,Easy,2640,548,"[{""title"": ""Word Pattern"", ""titleSlug"": ""word-pattern"", ""difficulty"": ""Easy"", ""translatedTitle"": null}]"
376,377,Combination Sum IV,Medium,2639,294,"[{""title"": ""Combination Sum"", ""titleSlug"": ""combination-sum"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
429,430,Flatten a Multilevel Doubly Linked List,Medium,2637,205,"[{""title"": ""Flatten Binary Tree to Linked List"", ""titleSlug"": ""flatten-binary-tree-to-linked-list"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Correct a Binary Tree"", ""titleSlug"": ""correct-a-binary-tree"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
240,241,Different Ways to Add Parentheses,Medium,2636,141,"[{""title"": ""Unique Binary Search Trees II"", ""titleSlug"": ""unique-binary-search-trees-ii"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Basic Calculator"", ""titleSlug"": ""basic-calculator"", ""difficulty"": ""Hard"", ""translatedTitle"": null}, {""title"": ""Expression Add Operators"", ""titleSlug"": ""expression-add-operators"", ""difficulty"": ""Hard"", ""translatedTitle"": null}]"
455,456,132 Pattern,Medium,2631,150,[]
1248,1249,Minimum Remove to Make Valid Parentheses,Medium,2631,56,"[{""title"": ""Minimum Number of Swaps to Make the String Balanced"", ""titleSlug"": ""minimum-number-of-swaps-to-make-the-string-balanced"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
652,653,Two Sum IV - Input is a BST,Easy,2620,173,"[{""title"": ""Two Sum"", ""titleSlug"": ""two-sum"", ""difficulty"": ""Easy"", ""translatedTitle"": null}, {""title"": ""Two Sum II - Input array is sorted"", ""titleSlug"": ""two-sum-ii-input-array-is-sorted"", ""difficulty"": ""Easy"", ""translatedTitle"": null}, {""title"": ""Two Sum III - Data structure design"", ""titleSlug"": ""two-sum-iii-data-structure-design"", ""difficulty"": ""Easy"", ""translatedTitle"": null}, {""title"": ""Two Sum BSTs"", ""titleSlug"": ""two-sum-bsts"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
340,341,Flatten Nested List Iterator,Medium,2609,917,"[{""title"": ""Flatten 2D Vector"", ""titleSlug"": ""flatten-2d-vector"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Zigzag Iterator"", ""titleSlug"": ""zigzag-iterator"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Mini Parser"", ""titleSlug"": ""mini-parser"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Array Nesting"", ""titleSlug"": ""array-nesting"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
